user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
69626,0,60.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,Aries,0,0,,0.0,0
62938,0,36.0,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,2.0,0.14,0
50943,0,25.0,na,531.0,2,1,66,2,0,187,0,0,14,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,50.0,1.67,1
2619,0,27.0,R,591.0,0,0,0,0,0,225,0,0,16,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,65.0,2.17,0
15136,0,24.0,na,,0,0,6,0,0,8,0,0,1,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,4.0,0.13,0
68166,0,36.0,O,,1,0,7,1,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,3.0,0.75,0
18191,0,26.0,R,586.0,0,0,53,0,0,282,0,0,8,1,0,0,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,67.0,2.23,1
5056,0,38.0,R,554.0,0,0,0,0,0,221,1,0,43,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,74.0,2.47,0
69389,0,32.0,na,559.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,,0.0,1
51691,0,28.0,na,,0,0,3,0,0,5,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,3.0,0.1,1
23974,0,44.0,na,586.0,0,0,41,0,0,107,0,0,9,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,30.0,1.0,0
3603,0,30.0,R,600.0,43,6,66,43,0,174,0,0,16,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,49.0,1.63,1
23815,0,29.0,R,517.0,3,0,49,3,0,88,0,0,5,1,1,1,0,1,2,na,0,0,0,0,Sagittarius,0,0,18.0,0.75,0
2490,0,23.0,R,567.0,2,1,44,2,0,106,0,0,1,1,1,1,1,1,2,Semi-Monthly,0,0,0,0,Libra,0,0,22.0,0.73,0
62277,0,23.0,na,451.0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.04,0
7885,0,26.0,na,547.0,0,0,3,0,0,10,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,2.0,0.0899999999999999,1
53576,0,25.0,na,,0,0,20,0,0,41,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Scorpio,0,0,14.0,0.93,0
28854,0,26.0,R,587.0,1,1,94,1,0,176,0,0,20,1,1,1,0,1,0,Weekly,0,0,0,0,Aries,0,0,40.0,1.33,1
41070,0,46.0,na,,0,0,67,0,0,176,0,0,15,1,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,42.0,1.4,1
31074,0,26.0,na,499.0,0,0,31,0,0,80,0,0,5,1,0,0,1,0,2,Monthly,0,0,0,0,Aries,1,0,13.0,0.43,1
49373,0,50.0,na,563.0,0,0,18,0,0,39,0,0,3,1,1,1,0,1,2,Weekly,0,0,0,0,Pisces,0,0,4.0,0.13,1
41580,0,18.0,R,707.0,13,2,87,13,0,205,0,0,23,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,47.0,1.5699999999999998,0
28896,0,22.0,na,,0,0,50,0,0,111,0,0,2,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,40.0,1.33,1
5052,0,33.0,R,592.0,0,0,0,0,0,174,1,0,9,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,65.0,2.17,0
56684,0,27.0,na,452.0,0,0,1,0,0,10,0,0,0,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,3.0,0.1,0
62881,0,34.0,na,,0,0,3,0,0,7,0,0,0,1,0,0,0,1,0,Bi-Weekly,1,0,0,0,Cancer,0,0,1.0,0.25,0
68063,0,23.0,O,611.0,5,0,8,5,0,23,0,0,11,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,5.0,1.0,1
48518,0,25.0,na,537.0,0,0,45,0,0,119,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,27.0,0.9,0
15575,0,24.0,R,,20,0,41,20,0,110,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,23.0,0.8800000000000002,0
65081,0,25.0,na,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,,0.0,0
2334,0,42.0,O,529.0,3,0,4,3,1,190,1,1,26,1,1,1,1,0,3,Weekly,0,0,0,0,Gemini,1,0,58.0,1.93,1
63202,0,21.0,R,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Weekly,0,0,0,0,Virgo,0,0,,0.0,0
28889,0,28.0,R,574.0,0,0,52,0,0,126,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,47.0,1.5699999999999998,1
327,0,33.0,O,408.0,1,1,25,1,0,57,0,0,4,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,12.0,0.67,0
43802,0,26.0,R,549.0,0,0,70,0,0,228,0,0,15,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,1,0,55.0,1.83,0
35274,0,25.0,na,,0,0,1,0,0,4,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.0,0.0699999999999999,0
34913,0,26.0,R,,26,6,80,26,0,164,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,45.0,1.5,1
12916,0,30.0,R,561.0,44,0,47,43,0,158,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,45.0,1.5,1
16460,0,28.0,na,548.0,0,0,148,0,0,248,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,1,0,65.0,2.17,0
15055,0,44.0,R,485.0,0,0,43,0,0,134,0,0,2,1,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,27.0,0.9,0
40091,0,27.0,na,,1,1,8,1,0,30,0,0,1,1,1,1,1,1,2,na,0,0,0,0,Aquarius,0,0,6.0,0.86,1
63090,0,31.0,R,,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,,0.0,0
48813,0,24.0,R,646.0,5,0,26,5,0,90,0,0,8,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,43.0,1.4300000000000002,1
26805,0,43.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,,0.0,0
69559,0,23.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
26682,0,37.0,na,622.0,11,0,51,11,0,115,0,0,14,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Pisces,1,0,35.0,1.17,0
23067,0,30.0,na,718.0,3,0,61,3,0,119,0,0,5,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,43.0,1.4300000000000002,0
35599,0,28.0,R,564.0,0,0,88,0,0,188,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,47.0,1.5699999999999998,0
59035,0,24.0,R,,26,0,37,26,0,63,0,0,13,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,27.0,0.96,0
49823,0,32.0,R,413.0,1,0,73,1,0,147,0,0,8,1,1,1,0,1,2,na,0,0,0,0,Aries,0,0,28.0,0.97,1
53663,0,23.0,R,,0,0,4,0,0,14,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,3.0,0.0,0
8214,0,24.0,R,515.0,0,0,71,0,0,242,0,0,6,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,47.0,1.5699999999999998,0
66251,0,31.0,R,,0,0,21,0,0,58,0,0,2,1,0,0,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,10.0,0.83,0
24490,0,31.0,R,548.0,4,1,42,4,0,102,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,36.0,1.2,1
11573,0,35.0,na,591.0,0,0,73,0,0,124,0,0,13,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,29.0,0.97,1
36809,0,55.0,R,,0,0,42,0,0,112,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,33.0,1.1,0
9374,0,28.0,na,,0,0,13,0,0,20,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,9.0,0.3,0
51195,0,24.0,na,481.0,1,1,30,1,0,57,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,24.0,0.8,1
48918,0,22.0,R,659.0,3,0,30,3,0,62,0,0,6,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,19.0,0.63,0
26136,0,41.0,na,590.0,0,0,3,0,0,6,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,12.0,0.4,0
8418,0,33.0,na,548.0,0,0,0,0,0,163,0,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,1,0,66.0,2.2,0
14999,0,17.0,na,576.0,0,0,1,0,0,3,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.0,0.03,0
56680,0,31.0,na,551.0,10,1,37,10,0,50,0,0,3,1,0,0,1,0,2,Weekly,0,0,0,0,Libra,0,0,18.0,0.6,0
7278,0,24.0,R,477.0,0,0,87,0,0,204,0,0,6,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,29.0,0.97,1
6044,0,25.0,na,,0,0,47,0,0,111,0,0,7,1,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,37.0,1.23,0
36475,0,20.0,R,,1,0,33,1,0,60,0,0,0,1,1,1,0,1,2,Semi-Monthly,0,0,0,0,Libra,1,0,9.0,0.3,0
69011,0,28.0,O,700.0,0,0,46,0,0,69,0,0,2,1,0,0,0,1,0,Semi-Monthly,0,0,1,0,Virgo,1,0,23.0,0.77,0
13930,0,84.0,na,627.0,3,0,12,3,0,31,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,6.0,0.38,1
39792,0,24.0,R,,0,0,62,0,0,136,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,48.0,1.6,0
20120,0,28.0,na,,1,0,12,1,0,15,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,8.0,0.27,0
68977,0,19.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
17618,0,66.0,R,661.0,13,6,20,12,0,39,0,0,18,1,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,10.0,0.33,1
59695,0,31.0,R,519.0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.0,0.0699999999999999,0
19593,0,48.0,O,457.0,0,0,0,0,0,124,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,58.0,1.93,0
37082,0,20.0,na,433.0,0,0,7,0,0,22,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,5.0,0.31,0
65867,0,72.0,na,554.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,,0.0,0
53911,0,33.0,na,547.0,0,0,41,0,0,133,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,26.0,0.93,0
35316,0,44.0,na,,0,0,0,0,0,187,0,0,12,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,65.0,2.17,0
55532,0,27.0,R,537.0,0,0,30,0,0,26,0,0,4,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,5.0,0.83,0
48576,0,36.0,na,564.0,0,0,4,0,0,5,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,3.0,0.0,1
51020,0,27.0,na,474.0,0,0,24,0,0,24,0,0,6,1,0,0,1,0,0,na,0,0,0,0,Aries,0,0,9.0,0.47,1
64483,0,27.0,R,,0,0,10,0,0,6,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,5.0,0.1699999999999999,0
11657,0,17.0,R,664.0,5,1,17,5,0,41,0,0,7,1,1,1,1,1,3,na,0,0,0,0,Sagittarius,0,0,12.0,0.4,0
20516,0,26.0,R,548.0,0,0,0,0,0,72,0,0,3,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,1,0,38.0,1.27,0
22467,0,27.0,na,,0,0,16,0,0,44,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Scorpio,0,0,11.0,0.61,0
3981,0,51.0,O,626.0,0,0,0,0,0,22,0,0,3,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,14.0,0.47,0
60959,0,37.0,O,,2,0,4,2,0,6,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.13,0
26460,0,22.0,na,,1,0,76,1,0,170,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,33.0,1.1,0
47696,0,50.0,R,513.0,0,0,18,0,0,15,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,6.0,0.2,0
10812,0,58.0,O,561.0,0,0,0,0,1,269,0,0,36,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,76.0,2.53,1
66803,0,71.0,na,,1,0,4,1,0,18,0,0,1,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,4.0,0.67,0
21670,0,27.0,R,,11,0,181,11,0,299,0,0,11,1,1,1,0,1,0,na,0,0,0,0,na,0,0,60.0,2.0,0
28732,0,30.0,na,,0,0,16,0,0,46,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,13.0,0.43,0
1921,0,26.0,R,593.0,0,0,1,0,0,195,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,60.0,2.0,1
29480,0,36.0,na,548.0,0,0,52,0,0,142,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,44.0,1.47,1
1496,0,32.0,R,521.0,25,0,46,22,0,138,0,0,36,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,1,0,29.0,0.97,1
20541,0,25.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Gemini,0,0,1.0,0.03,0
22583,0,34.0,na,554.0,0,0,61,0,0,209,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,47.0,1.5699999999999998,1
40908,0,27.0,R,,0,0,0,0,0,97,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,51.0,1.7,0
26027,0,17.0,na,676.0,0,0,66,0,0,118,0,0,15,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,23.0,0.77,0
61820,0,24.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.0,0.03,0
32451,0,62.0,na,577.0,0,0,38,0,0,148,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,41.0,1.37,0
1073,0,43.0,O,512.0,0,0,0,0,0,267,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,65.0,2.17,0
8106,0,58.0,na,,18,2,78,18,0,178,0,0,12,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,38.0,1.27,1
69302,0,40.0,na,553.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,1,0,Pisces,0,0,,0.0,0
62239,0,45.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Pisces,1,0,,0.0,0
42474,0,21.0,na,547.0,0,0,7,0,0,18,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,6.0,0.38,0
61729,0,43.0,na,,0,0,6,0,0,10,0,0,0,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,5.0,0.71,0
4126,0,33.0,R,489.0,22,0,80,22,0,295,0,0,7,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,64.0,2.13,0
39362,0,23.0,R,552.0,0,0,0,0,0,202,1,0,7,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,52.0,1.73,0
10898,0,43.0,na,480.0,4,5,8,4,0,29,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,3.0,0.2,0
14485,0,32.0,R,570.0,20,3,63,20,0,178,0,0,11,1,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,45.0,1.5,1
58552,0,47.0,na,560.0,1,1,20,1,0,48,0,0,15,1,1,1,0,1,2,Monthly,0,0,0,0,Scorpio,0,0,15.0,0.71,0
544,0,28.0,na,473.0,0,0,54,0,0,116,0,0,9,1,0,0,0,1,2,Weekly,0,0,0,0,Aquarius,0,0,30.0,1.0,1
35540,0,31.0,na,,7,0,74,7,0,119,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,39.0,1.3,0
36971,0,23.0,na,,0,0,24,0,0,32,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,14.0,0.47,1
61727,0,26.0,na,,0,0,5,0,0,18,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,13.0,0.43,0
49959,0,20.0,R,599.0,0,0,117,0,0,176,0,0,11,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,40.0,1.33,0
33876,0,33.0,R,499.0,0,0,53,0,0,230,0,0,19,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,59.0,1.97,0
33438,0,21.0,R,520.0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,13.0,0.43,0
40560,0,59.0,na,,0,0,0,0,0,7,0,0,0,1,0,0,1,1,3,Bi-Weekly,0,0,0,0,Aries,0,0,,0.0,0
2540,0,29.0,R,569.0,0,0,143,0,0,296,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,57.0,1.9,1
44817,0,19.0,R,531.0,1,0,49,1,0,107,0,0,14,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,23.0,0.77,1
10440,0,37.0,R,460.0,53,5,99,53,0,278,0,0,42,1,0,0,1,0,0,na,0,1,0,0,Taurus,1,0,67.0,2.23,1
19701,0,33.0,na,,0,0,24,0,0,24,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,11.0,0.37,0
10529,0,33.0,R,,0,0,17,0,0,171,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,54.0,1.8,0
17491,0,36.0,R,596.0,0,0,178,0,0,295,0,0,21,1,1,1,1,0,2,na,0,0,0,0,Aquarius,0,0,49.0,1.63,1
55421,0,23.0,R,546.0,4,0,29,4,0,44,0,0,7,1,1,1,1,0,2,Weekly,0,0,0,0,Scorpio,1,0,12.0,0.4,0
12939,0,56.0,na,593.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
60646,0,20.0,R,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,0.03,0
25240,0,29.0,R,568.0,0,0,60,0,0,116,0,0,6,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,33.0,1.1,0
52185,0,31.0,O,506.0,0,0,0,0,0,14,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,9.0,0.3,0
56799,0,24.0,na,,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,6.0,1.0,0
28697,0,51.0,na,584.0,1,0,174,1,0,235,0,0,23,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,64.0,2.13,0
56380,0,40.0,R,456.0,0,0,12,0,0,5,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,8.0,0.27,1
51205,0,39.0,na,,0,0,4,0,0,5,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,4.0,0.13,0
66425,0,27.0,na,,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,,0.0,0
11115,0,29.0,R,488.0,0,0,0,0,0,128,0,0,15,1,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,51.0,1.7,0
12188,0,30.0,na,599.0,0,0,31,0,0,33,0,0,3,1,0,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,18.0,0.6,1
22949,0,21.0,R,540.0,26,2,59,24,0,168,0,0,7,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,49.0,1.63,0
64291,1,25.0,na,,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,1.0,0.03,0
68689,0,23.0,R,525.0,1,0,8,1,0,11,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,5.0,0.5,0
38835,0,25.0,R,730.0,0,0,0,0,0,46,0,0,2,1,1,1,1,0,2,na,0,0,0,0,Pisces,0,0,32.0,1.0699999999999998,0
48936,0,35.0,R,565.0,0,0,0,0,1,162,0,0,14,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Virgo,0,0,62.0,2.07,0
48498,0,38.0,na,,0,0,10,0,0,12,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,7.0,0.23,1
29329,0,26.0,R,,7,0,22,7,0,104,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,20.0,0.95,0
39015,0,31.0,na,564.0,0,0,36,0,0,108,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,23.0,0.77,0
18103,0,36.0,na,,0,0,8,0,0,5,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,3.0,0.1,0
18040,0,27.0,na,462.0,0,0,26,0,0,52,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,19.0,0.63,0
1683,0,44.0,R,593.0,0,0,0,0,0,119,0,0,8,1,1,1,0,1,0,Monthly,0,0,0,0,Cancer,0,0,32.0,1.0699999999999998,0
36704,0,52.0,na,,1,0,14,1,0,46,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,11.0,0.73,1
27479,0,25.0,R,571.0,35,7,49,35,0,133,0,0,23,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,36.0,1.2,1
11141,0,58.0,R,534.0,0,0,25,0,0,300,0,0,50,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,76.0,2.53,0
63391,0,25.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,,0.0,0
46190,0,26.0,na,469.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.0,0.0699999999999999,0
58384,0,24.0,na,,0,0,12,0,0,24,0,0,3,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,6.0,0.75,0
17872,0,39.0,R,499.0,9,1,78,9,0,147,0,0,20,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,45.0,1.5,1
50379,0,58.0,R,534.0,34,1,50,30,0,71,0,0,3,1,1,1,0,1,2,Weekly,0,0,0,0,Gemini,0,0,35.0,1.17,0
3626,0,32.0,R,589.0,7,1,125,7,0,151,0,0,4,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,56.0,1.87,1
18736,0,23.0,R,483.0,34,2,45,33,0,155,0,0,24,1,1,1,1,1,3,Weekly,0,0,0,0,Scorpio,0,0,33.0,1.1,1
22858,0,42.0,O,,0,0,67,0,0,93,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,19.0,0.95,1
16285,0,49.0,R,600.0,48,1,72,47,0,220,0,0,14,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,62.0,2.07,1
9488,0,32.0,R,562.0,39,0,134,39,0,305,0,0,18,1,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,66.0,2.2,0
49754,0,34.0,R,598.0,0,0,0,0,1,214,0,0,10,1,0,0,1,0,2,Weekly,0,0,0,0,na,0,1,66.0,2.2,0
47304,0,32.0,R,563.0,0,0,54,0,0,95,0,0,9,1,1,1,1,0,2,na,0,0,0,0,Aries,1,0,23.0,0.79,0
21973,0,29.0,R,572.0,35,2,49,35,0,162,0,0,45,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,45.0,1.5,0
57263,0,33.0,na,413.0,0,0,2,0,0,8,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Aquarius,0,0,1.0,0.03,1
27129,0,27.0,R,,0,0,22,0,0,40,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,10.0,0.77,1
1307,0,40.0,R,509.0,0,0,35,0,1,233,0,0,19,1,0,0,1,0,0,Weekly,0,0,1,0,na,0,0,68.0,2.27,1
52854,0,32.0,na,,0,0,32,0,0,83,0,0,5,1,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,17.0,0.89,1
21975,0,25.0,na,558.0,3,0,79,3,0,190,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,60.0,2.0,0
69053,0,23.0,R,455.0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,2,na,0,0,0,0,Cancer,0,0,3.0,0.1,1
42962,0,24.0,R,462.0,0,0,33,0,0,74,0,0,9,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,18.0,0.6,0
27315,0,34.0,R,543.0,1,1,69,1,0,170,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,37.0,1.23,1
32062,0,35.0,na,495.0,1,0,48,1,0,140,0,0,1,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Virgo,1,0,44.0,1.47,0
56466,0,25.0,R,527.0,8,1,39,8,0,55,0,0,4,1,0,0,1,0,0,Monthly,0,0,0,0,Pisces,0,0,25.0,0.83,0
36441,0,34.0,na,611.0,0,0,15,0,0,41,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,12.0,0.8,0
